STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi
587,"Khoa gồm có 15 đơn vị: Khoa Công nghệ cơ khí, Khoa Công nghệ thông tin, Khoa Công nghệ Điện, Khoa Công nghệ Điện tử, Khoa Công nghệ Động lực, Khoa Công nghệ Nhiệt - Lạnh, Khoa Công nghệ May - Thời trang, Khoa Công nghệ Hóa học, Khoa Khoa học Cơ bản, Khoa Luật và Khoa học chính trị, Khoa Ngoại ngữ, Khoa Quản trị Kinh doanh, Khoa Thương mại - Du lịch, Khoa Kỹ thuật xây dựng, Khoa Khoa học sức khỏe.",Giới thiệu,khoa gồm có đơn vị khoa công nghệ cơ khí khoa công nghệ thông tin khoa công nghệ điện khoa công nghệ điện tử khoa công nghệ động lực khoa công nghệ nhiệt lạnh khoa công nghệ may thời trang khoa công nghệ hóa học khoa khoa học cơ bản khoa luật và khoa học chính trị khoa ngoại ngữ khoa quản trị kinh doanh khoa thương mại du lịch khoa kỹ thuật xây dựng khoa khoa học sức khỏe,"['khoa', 'gồm', 'đơn_vị', 'khoa', 'công_nghệ', 'cơ_khí', 'khoa', 'công_nghệ_thông_tin', 'khoa', 'công_nghệ', 'điện_khoa', 'công_nghệ', 'điện_tử_khoa', 'công_nghệ', 'động_lực', 'khoa', 'công_nghệ', 'nhiệt_lạnh', 'khoa', 'công_nghệ', 'may', 'thời_trang_khoa', 'công_nghệ', 'hóa', 'học_khoa', 'khoa_học_cơ_bản', 'khoa', 'luật', 'khoa_học', 'chính_trị', 'khoa', 'ngoại_ngữ', 'khoa', 'quản_trị', 'kinh_doanh', 'khoa', 'thương_mại', 'du_lịch', 'khoa', 'kỹ_thuật', 'xây_dựng', 'khoa', 'khoa_học', 'sức', 'khỏe']",khoa gồm đơn_vị khoa công_nghệ cơ_khí khoa công_nghệ_thông_tin khoa công_nghệ điện_khoa công_nghệ điện_tử_khoa công_nghệ động_lực khoa công_nghệ nhiệt_lạnh khoa công_nghệ may thời_trang_khoa công_nghệ hóa học_khoa khoa_học_cơ_bản khoa luật khoa_học chính_trị khoa ngoại_ngữ khoa quản_trị kinh_doanh khoa thương_mại du_lịch khoa kỹ_thuật xây_dựng khoa khoa_học sức khỏe
588,"Trung tâm gồm có 6 đơn vị: Trung tâm Quản trị Hệ thống, Trung tâm Thông tin - Truyền thông, Trung tâm Ngoại ngữ, Trung tâm giáo dục Quốc phòng và Thể chất, Trung tâm Thư viện, Trung tâm Nghiên cứu và Phát triển công nghệ - Máy Công nghiệp.",Giới thiệu,trung tâm gồm có đơn vị trung tâm quản trị hệ thống trung tâm thông tin truyền thông trung tâm ngoại ngữ trung tâm giáo dục quốc phòng và thể chất trung tâm thư viện trung tâm nghiên cứu và phát triển công nghệ máy công nghiệp,"['trung_tâm', 'gồm', 'đơn_vị', 'trung_tâm', 'quản_trị', 'hệ_thống', 'trung_tâm', 'thông_tin', 'truyền_thông', 'trung_tâm', 'ngoại_ngữ', 'trung_tâm', 'giáo_dục', 'quốc_phòng', 'thể_chất', 'trung_tâm', 'thư_viện', 'trung_tâm', 'nghiên_cứu', 'phát_triển', 'công_nghệ', 'máy', 'công_nghiệp']",trung_tâm gồm đơn_vị trung_tâm quản_trị hệ_thống trung_tâm thông_tin truyền_thông trung_tâm ngoại_ngữ trung_tâm giáo_dục quốc_phòng thể_chất trung_tâm thư_viện trung_tâm nghiên_cứu phát_triển công_nghệ máy công_nghiệp
589,"Phân hiệu gồm có 5 đơn vị: Phân hiệu Quảng Ngãi, Cơ sở Thanh Hóa, Cơ sở Phạm Văn Chiêu, Cơ sở Nguyễn Văn Dung, Cơ sở Nhơn Trạch.",Giới thiệu,phân hiệu gồm có đơn vị phân hiệu quảng ngãi cơ sở thanh hóa cơ sở phạm văn chiêu cơ sở nguyễn văn dung cơ sở nhơn trạch,"['phân_hiệu', 'gồm', 'đơn_vị', 'phân_hiệu', 'quảng_ngãi', 'cơ_sở', 'thanh_hóa', 'cơ_sở', 'phạm_văn_chiêu', 'cơ_sở', 'nguyễn_văn_dung', 'cơ_sở', 'nhơn_trạch']",phân_hiệu gồm đơn_vị phân_hiệu quảng_ngãi cơ_sở thanh_hóa cơ_sở phạm_văn_chiêu cơ_sở nguyễn_văn_dung cơ_sở nhơn_trạch
590,"Đoàn thể gồm có 3 đơn vị: Công đoàn, Đoàn thanh niên, Hội sinh viên.",Giới thiệu,đoàn thể gồm có đơn vị công đoàn đoàn thanh niên hội sinh viên,"['đoàn_thể', 'gồm', 'đơn_vị', 'công_đoàn', 'đoàn', 'thanh_niên', 'hội', 'sinh_viên']",đoàn_thể gồm đơn_vị công_đoàn đoàn thanh_niên hội sinh_viên
591,"Đảng ủy nhà trường do đồng chí Phan Hồng Hải giữ chức vụ Bí thư Đảng ủy.
",Giới thiệu,đảng ủy nhà trường do đồng chí phan hồng hải giữ chức vụ bí thư đảng ủy,"['đảng', 'ủy', 'nhà_trường', 'đồng_chí', 'phan_hồng_hải', 'giữ', 'chức_vụ', 'bí_thư', 'đảng', 'ủy']",đảng ủy nhà_trường đồng_chí phan_hồng_hải giữ chức_vụ bí_thư đảng ủy
592,Đồng chí Phạm Trung Kiên giữ vai trò Phó Bí thư Đảng ủy.,Giới thiệu,đồng chí phạm trung kiên giữ vai trò phó bí thư đảng ủy,"['đồng_chí_phạm', 'trung_kiên_giữ', 'vai_trò', 'phó', 'bí_thư', 'đảng', 'ủy']",đồng_chí_phạm trung_kiên_giữ vai_trò phó bí_thư đảng ủy
593,"Ban Thường vụ Đảng ủy có sự tham gia của các đồng chí Nguyễn Xuân Hồng và Huỳnh Trung Hiếu.
",Giới thiệu,ban thường vụ đảng ủy có sự tham gia của các đồng chí nguyễn xuân hồng và huỳnh trung hiếu,"['ban', 'thường_vụ', 'đảng_ủy', 'sự', 'tham_gia', 'đồng_chí', 'nguyễn_xuân_hồng', 'huỳnh_trung_hiếu']",ban thường_vụ đảng_ủy sự tham_gia đồng_chí nguyễn_xuân_hồng huỳnh_trung_hiếu
594,Đồng chí Hoàng Đơ đảm nhiệm 2 vai trò vừa là Ủy viên Thường vụ và vừa là Chủ nhiệm Ủy Ban Kiểm Tra.,Giới thiệu,đồng chí hoàng đơ đảm nhiệm vai trò vừa là ủy viên thường vụ và vừa là chủ nhiệm ủy ban kiểm tra,"['đồng_chí', 'hoàng_đơ', 'đảm_nhiệm', 'vai_trò', 'vừa', 'ủy_viên', 'thường_vụ', 'vừa', 'chủ_nhiệm', 'ủy', 'ban', 'kiểm_tra']",đồng_chí hoàng_đơ đảm_nhiệm vai_trò vừa ủy_viên thường_vụ vừa chủ_nhiệm ủy ban kiểm_tra
595,"Ban Chấp hành Đảng ủy bao gồm các đồng chí có kinh nghiệm và năng lực trong công tác quản lý và tổ chức. Các Ủy viên Ban Chấp hành Đảng ủy gồm Dương Tiến Đoàn, Nguyễn Thị Thương và Phạm Thị Quế Minh.
",Giới thiệu,ban chấp hành đảng ủy bao gồm các đồng chí có kinh nghiệm và năng lực trong công tác quản lý và tổ chức các ủy viên ban chấp hành đảng ủy gồm dương tiến đoàn nguyễn thị thương và phạm thị quế minh,"['ban_chấp_hành', 'đảng_ủy', 'bao_gồm', 'đồng_chí', 'kinh_nghiệm', 'năng_lực', 'công_tác', 'quản_lý', 'tổ_chức', 'ủy_viên', 'ban_chấp_hành', 'đảng_ủy', 'gồm', 'dương', 'tiến_đoàn', 'nguyễn_thị_thương', 'phạm_thị', 'quế_minh']",ban_chấp_hành đảng_ủy bao_gồm đồng_chí kinh_nghiệm năng_lực công_tác quản_lý tổ_chức ủy_viên ban_chấp_hành đảng_ủy gồm dương tiến_đoàn nguyễn_thị_thương phạm_thị quế_minh
596,"Ban Chấp hành Đảng ủy còn có sự tham gia của các đồng chí Trần Đình Thắng, Lê Minh Hùng, Lê Ngọc Sơn, Nguyễn Huy Phúc, Nguyễn Trường Thi, Nguyễn Trung Nhân và Lê Văn Hoàng.
",Giới thiệu,ban chấp hành đảng ủy còn có sự tham gia của các đồng chí trần đình thắng lê minh hùng lê ngọc sơn nguyễn huy phúc nguyễn trường thi nguyễn trung nhân và lê văn hoàng,"['ban_chấp_hành', 'đảng', 'ủy', 'còn', 'sự', 'tham_gia', 'đồng_chí', 'trần_đình_thắng', 'lê_minh_hùng', 'lê_ngọc', 'sơn', 'nguyễn_huy_phúc', 'nguyễn_trường', 'thi', 'nguyễn_trung_nhân', 'lê_văn_hoàng']",ban_chấp_hành đảng ủy còn sự tham_gia đồng_chí trần_đình_thắng lê_minh_hùng lê_ngọc sơn nguyễn_huy_phúc nguyễn_trường thi nguyễn_trung_nhân lê_văn_hoàng
597,"Ban Giám hiệu - Đại học Công nghiệp TP.HCM gồm có PGS.TS. Phan Hồng Hải là Hiệu trưởng nhà Trường, PGS.TS. Đàm Sao Mai và TS. Nguyễn Xuân Hồng là Phó Hiệu trưởng nhà Trường.",Giới thiệu,ban giám hiệu đại học công nghiệp tp hcm gồm có pgs ts phan hồng hải là hiệu trưởng nhà trường pgs ts đàm sao mai và ts nguyễn xuân hồng là phó hiệu trưởng nhà trường,"['ban', 'giám_hiệu', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'gồm', 'pgs', 'ts', 'phan_hồng_hải', 'hiệu_trưởng', 'nhà_trường', 'pgs', 'ts_đàm', 'sao', 'mai', 'ts', 'nguyễn_xuân_hồng', 'phó', 'hiệu_trưởng', 'nhà_trường']",ban giám_hiệu đại_học công_nghiệp tp hcm gồm pgs ts phan_hồng_hải hiệu_trưởng nhà_trường pgs ts_đàm sao mai ts nguyễn_xuân_hồng phó hiệu_trưởng nhà_trường
598,"Phòng Tổ chức – Hành chính, Trường Đại học Công nghiệp thành phố Hồ Chí Minh được thành lập trên cơ sở phòng Tổ chức – Hành chánh, Trường Công nhân Kỹ thuật 4 và Phòng Tổ chức – Hành chính, Trường Cao đẳng Công nghiệp IV vào ngày 11 tháng 01 năm 2005 theo Quyết định số 06/QĐ-TCHC. Phòng Tổ chức – Hành chính, Trường Đại học Công nghiệp thành phố Hồ Chí Minh là đơn vị có quá trình hình thành và phát triển ổn định gắn liền với truyền thống hơn 60 năm hình thành và phát triển của Nhà trường.",Giới thiệu,phòng tổ chức hành chính trường đại học công nghiệp thành phố hồ chí minh được thành lập trên cơ sở phòng tổ chức hành chánh trường công nhân kỹ thuật và phòng tổ chức hành chính trường cao đẳng công nghiệp iv vào ngày tháng năm theo quyết định số qđ tchc phòng tổ chức hành chính trường đại học công nghiệp thành phố hồ chí minh là đơn vị có quá trình hình thành và phát triển ổn định gắn liền với truyền thống hơn năm hình thành và phát triển của nhà trường,"['phòng', 'tổ_chức', 'hành_chính', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'thành_lập', 'trên', 'cơ_sở', 'phòng', 'tổ_chức', 'hành', 'chánh_trường', 'công_nhân', 'kỹ_thuật', 'phòng', 'tổ_chức', 'hành_chính', 'trường', 'cao_đẳng', 'công_nghiệp', 'iv', 'vào', 'ngày_tháng', 'năm', 'quyết_định', 'số', 'qđ', 'tchc', 'phòng', 'tổ_chức', 'hành_chính', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'đơn_vị', 'quá_trình', 'hình_thành', 'phát_triển', 'ổn_định', 'gắn', 'liền', 'truyền_thống', 'năm', 'hình_thành', 'phát_triển', 'nhà_trường']",phòng tổ_chức hành_chính trường đại_học công_nghiệp thành_phố hồ chí_minh thành_lập trên cơ_sở phòng tổ_chức hành chánh_trường công_nhân kỹ_thuật phòng tổ_chức hành_chính trường cao_đẳng công_nghiệp iv vào ngày_tháng năm quyết_định số qđ tchc phòng tổ_chức hành_chính trường đại_học công_nghiệp thành_phố hồ chí_minh đơn_vị quá_trình hình_thành phát_triển ổn_định gắn liền truyền_thống năm hình_thành phát_triển nhà_trường
599,"Chức năng của Phòng Tổ chức – Hành chính là Tham mưu Hiệu trưởng quản lý, quy hoạch, kiện toàn bộ máy quản lý, bố trí sử dụng, đào tạo, bồi dưỡng cán bộ, giảng viên và nhân viên; thực hiện đúng các chế độ chính sách của Đảng và Nhà nước đối với VC, NLĐ trong Trường.",Giới thiệu,chức năng của phòng tổ chức hành chính là tham mưu hiệu trưởng quản lý quy hoạch kiện toàn bộ máy quản lý bố trí sử dụng đào tạo bồi dưỡng cán bộ giảng viên và nhân viên thực hiện đúng các chế độ chính sách của đảng và nhà nước đối với vc nlđ trong trường,"['chức_năng', 'phòng', 'tổ_chức', 'hành_chính', 'tham_mưu', 'hiệu_trưởng', 'quản_lý', 'quy_hoạch', 'kiện_toàn', 'bộ_máy', 'quản_lý', 'bố_trí', 'sử_dụng', 'đào_tạo', 'bồi_dưỡng', 'cán_bộ', 'giảng_viên', 'nhân_viên', 'thực_hiện', 'đúng', 'chế_độ', 'chính_sách', 'đảng', 'nhà_nước', 'đối_với', 'vc', 'nlđ', 'trường']",chức_năng phòng tổ_chức hành_chính tham_mưu hiệu_trưởng quản_lý quy_hoạch kiện_toàn bộ_máy quản_lý bố_trí sử_dụng đào_tạo bồi_dưỡng cán_bộ giảng_viên nhân_viên thực_hiện đúng chế_độ chính_sách đảng nhà_nước đối_với vc nlđ trường
600,"Nhiệm vụ của Phòng Tổ chức – Hành chính là Công tác Tổ chức – Cán bộ: Tham mưu Hiệu trưởng về công tác tổ chức, nhân sự; đề xuất với Hiệu trưởng về công tác cán bộ, kế hoạch tuyển dụng lao động, kế hoạch sử dụng, đào tạo bồi dưỡng, đề bạt đối với công chức, viên chức theo đúng tiêu chuẩn qui định; giải quyết chế độ chính sách, làm thủ tục xét thi đua khen thưởng, kỷ luật đối với viên chức, người lao động theo qui định.",Giới thiệu,nhiệm vụ của phòng tổ chức hành chính là công tác tổ chức cán bộ tham mưu hiệu trưởng về công tác tổ chức nhân sự đề xuất với hiệu trưởng về công tác cán bộ kế hoạch tuyển dụng lao động kế hoạch sử dụng đào tạo bồi dưỡng đề bạt đối với công chức viên chức theo đúng tiêu chuẩn qui định giải quyết chế độ chính sách làm thủ tục xét thi đua khen thưởng kỷ luật đối với viên chức người lao động theo qui định,"['nhiệm_vụ', 'phòng', 'tổ_chức', 'hành_chính', 'công_tác', 'tổ_chức', 'cán_bộ', 'tham_mưu', 'hiệu_trưởng', 'công_tác', 'tổ_chức', 'nhân_sự', 'đề_xuất', 'hiệu_trưởng', 'công_tác', 'cán_bộ', 'kế_hoạch', 'tuyển_dụng', 'lao_động', 'kế_hoạch', 'sử_dụng', 'đào_tạo', 'bồi_dưỡng', 'đề_bạt', 'đối_với', 'công_chức', 'viên_chức', 'đúng', 'tiêu_chuẩn', 'quy_định', 'giải_quyết', 'chế_độ', 'chính_sách', 'làm', 'thủ_tục', 'xét', 'thi_đua', 'khen_thưởng', 'kỷ_luật', 'đối_với', 'viên_chức', 'người', 'lao_động', 'quy_định']",nhiệm_vụ phòng tổ_chức hành_chính công_tác tổ_chức cán_bộ tham_mưu hiệu_trưởng công_tác tổ_chức nhân_sự đề_xuất hiệu_trưởng công_tác cán_bộ kế_hoạch tuyển_dụng lao_động kế_hoạch sử_dụng đào_tạo bồi_dưỡng đề_bạt đối_với công_chức viên_chức đúng tiêu_chuẩn quy_định giải_quyết chế_độ chính_sách làm thủ_tục xét thi_đua khen_thưởng kỷ_luật đối_với viên_chức người lao_động quy_định
601,"Nhiệm vụ của Phòng Tổ chức – Hành chính là Công tác Hành chính – Tổng hợp: Gắn kết và điều phối hoạt động của các đơn vị trực thuộc Trường theo chỉ đạo của Ban giám hiệu; Làm lịch công tác; Tiếp nhận, phát hành các loại công văn, giấy tờ đến và đi; Tiếp nhận và phân phối bưu phẩm, thư từ cho VC, GV, NLĐ và SVHV. Cấp giấy chứng nhận VC, GV, NLĐ, giấy giới thiệu, giấy đi đường; Quản lý, điều động, sử dụng các phương tiện vận tải trong toàn trường; Báo cáo thống kê, sơ kết, tổng kết các nhiệm vụ công tác của Nhà trường.
",Giới thiệu,nhiệm vụ của phòng tổ chức hành chính là công tác hành chính tổng hợp gắn kết và điều phối hoạt động của các đơn vị trực thuộc trường theo chỉ đạo của ban giám hiệu làm lịch công tác tiếp nhận phát hành các loại công văn giấy tờ đến và đi tiếp nhận và phân phối bưu phẩm thư từ cho vc gv nlđ và svhv cấp giấy chứng nhận vc gv nlđ giấy giới thiệu giấy đi đường quản lý điều động sử dụng các phương tiện vận tải trong toàn trường báo cáo thống kê sơ kết tổng kết các nhiệm vụ công tác của nhà trường,"['nhiệm_vụ', 'phòng', 'tổ_chức', 'hành_chính', 'công_tác', 'hành_chính', 'tổng_hợp', 'gắn_kết', 'điều_phối', 'hoạt_động', 'đơn_vị', 'trực_thuộc', 'trường', 'chỉ_đạo', 'ban_giám_hiệu', 'làm', 'lịch', 'công_tác', 'tiếp_nhận', 'phát_hành', 'loại', 'công_văn', 'giấy_tờ', 'đi', 'tiếp_nhận', 'phân_phối', 'bưu_phẩm', 'thư_từ', 'vc', 'gv', 'nlđ', 'svhv', 'cấp', 'giấy', 'chứng_nhận', 'vc', 'gv', 'nlđ', 'giấy', 'giới_thiệu', 'giấy', 'đi', 'đường', 'quản_lý', 'điều_động', 'sử_dụng', 'phương_tiện', 'vận_tải', 'toàn', 'trường', 'báo_cáo', 'thống_kê', 'sơ_kết', 'tổng_kết', 'nhiệm_vụ', 'công_tác', 'nhà_trường']",nhiệm_vụ phòng tổ_chức hành_chính công_tác hành_chính tổng_hợp gắn_kết điều_phối hoạt_động đơn_vị trực_thuộc trường chỉ_đạo ban_giám_hiệu làm lịch công_tác tiếp_nhận phát_hành loại công_văn giấy_tờ đi tiếp_nhận phân_phối bưu_phẩm thư_từ vc gv nlđ svhv cấp giấy chứng_nhận vc gv nlđ giấy giới_thiệu giấy đi đường quản_lý điều_động sử_dụng phương_tiện vận_tải toàn trường báo_cáo thống_kê sơ_kết tổng_kết nhiệm_vụ công_tác nhà_trường
