STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi,STT,information,Label,thong_tin_norm_en,tokens_en,thong_tin_final_en
568,Enterprising Innovator - một nhà cải cách trong hoạt động kinh doanh: Có tư duy và sự tháo vát trong kinh doanh; Có sự sáng tạo và đổi mới trong việc đưa ra các ý tưởng và giải quyết các vấn đề trong thực tế; Xác định cơ hội và chấp nhận các rủi ro có thể kiểm soát được. ,Giới thiệu,enterprising innovator một nhà cải cách trong hoạt động kinh doanh có tư duy và sự tháo vát trong kinh doanh có sự sáng tạo và đổi mới trong việc đưa ra các ý tưởng và giải quyết các vấn đề trong thực tế xác định cơ hội và chấp nhận các rủi ro có thể kiểm soát được,"['enterprising', 'innovator', 'nhà', 'cải_cách', 'hoạt_động', 'kinh_doanh', 'tư_duy', 'sự', 'tháo_vát', 'kinh_doanh', 'sự', 'sáng_tạo', 'đổi_mới', 'việc', 'đưa', 'ra', 'ý_tưởng', 'giải_quyết', 'vấn_đề', 'thực_tế', 'xác_định', 'cơ_hội', 'chấp_nhận', 'rủi_ro', 'có_thể', 'kiểm_soát']",enterprising innovator nhà cải_cách hoạt_động kinh_doanh tư_duy sự tháo_vát kinh_doanh sự sáng_tạo đổi_mới việc đưa ra ý_tưởng giải_quyết vấn_đề thực_tế xác_định cơ_hội chấp_nhận rủi_ro có_thể kiểm_soát,,,,,,
569,"Triết lý giáo dục của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh nhằm mục đích bồi dưỡng người học có được các phẩm chất CARE, chuẩn bị cho người học hành trang bước vào cuộc sống và thế giới việc làm trong tương lai. Triết lý này giúp rèn luyện người học trong việc áp dụng và nâng cao tri thức thông qua việc trải nghiệm thực tế, học tập một cách tích cực và nghiên cứu ứng dụng để đáp ứng nhu cầu của các bên liên quan và xã hội.",Giới thiệu,triết lý giáo dục của trường đại học công nghiệp thành phố hồ chí minh nhằm mục đích bồi dưỡng người học có được các phẩm chất care chuẩn bị cho người học hành trang bước vào cuộc sống và thế giới việc làm trong tương lai triết lý này giúp rèn luyện người học trong việc áp dụng và nâng cao tri thức thông qua việc trải nghiệm thực tế học tập một cách tích cực và nghiên cứu ứng dụng để đáp ứng nhu cầu của các bên liên quan và xã hội,"['triết_lý', 'giáo_dục', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'nhằm', 'mục_đích', 'bồi_dưỡng', 'người', 'học', 'phẩm_chất', 'care', 'chuẩn_bị', 'người', 'học_hành_trang', 'bước', 'vào', 'cuộc_sống', 'thế_giới', 'việc_làm', 'tương_lai', 'triết_lý', 'giúp', 'rèn_luyện', 'người', 'học', 'việc', 'áp_dụng', 'nâng', 'cao', 'tri_thức', 'thông_qua', 'việc', 'trải_nghiệm', 'thực_tế', 'học_tập', 'một_cách', 'tích_cực', 'nghiên_cứu', 'ứng_dụng', 'để', 'đáp_ứng', 'nhu_cầu', 'bên', 'liên_quan', 'xã_hội']",triết_lý giáo_dục trường đại_học công_nghiệp thành_phố hồ chí_minh nhằm mục_đích bồi_dưỡng người học phẩm_chất care chuẩn_bị người học_hành_trang bước vào cuộc_sống thế_giới việc_làm tương_lai triết_lý giúp rèn_luyện người học việc áp_dụng nâng cao tri_thức thông_qua việc trải_nghiệm thực_tế học_tập một_cách tích_cực nghiên_cứu ứng_dụng để đáp_ứng nhu_cầu bên liên_quan xã_hội,,,,,,
570,"Cộng đồng Trường Đại học Công nghiệp Thành phố Hồ Chí Minh sống trong việc chuyển đổi tư duy và làm giàu thêm đời sống tri thức - kinh tế, các hoạt động nghề nghiệp của người học và các bên liên quan bằng cách phục vụ cộng đồng và đóng góp vào sự tiến bộ của xã hội",Giới thiệu,cộng đồng trường đại học công nghiệp thành phố hồ chí minh sống trong việc chuyển đổi tư duy và làm giàu thêm đời sống tri thức kinh tế các hoạt động nghề nghiệp của người học và các bên liên quan bằng cách phục vụ cộng đồng và đóng góp vào sự tiến bộ của xã hội,"['cộng_đồng', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'sống', 'việc', 'chuyển_đổi', 'tư_duy', 'làm_giàu', 'thêm', 'đời_sống', 'tri_thức', 'kinh_tế', 'hoạt_động', 'nghề_nghiệp', 'người', 'học', 'bên', 'liên_quan', 'bằng', 'cách', 'phục_vụ', 'cộng_đồng', 'đóng_góp', 'vào', 'sự', 'tiến_bộ', 'xã_hội']",cộng_đồng trường đại_học công_nghiệp thành_phố hồ chí_minh sống việc chuyển_đổi tư_duy làm_giàu thêm đời_sống tri_thức kinh_tế hoạt_động nghề_nghiệp người học bên liên_quan bằng cách phục_vụ cộng_đồng đóng_góp vào sự tiến_bộ xã_hội,,,,,,
571,"Các phẩm chất CARE: bồi dưỡng để người học trở thành nhà lãnh đạo nhân ái, luôn thể hiện tinh thần ham học hỏi, người có tư duy logic chặt chẽ và có sáng kiến đột phá trong công việc",Giới thiệu,các phẩm chất care bồi dưỡng để người học trở thành nhà lãnh đạo nhân ái luôn thể hiện tinh thần ham học hỏi người có tư duy logic chặt chẽ và có sáng kiến đột phá trong công việc,"['phẩm_chất', 'care', 'bồi_dưỡng', 'để', 'người', 'học', 'trở_thành', 'nhà_lãnh_đạo', 'nhân_ái', 'luôn', 'thể_hiện', 'tinh_thần', 'ham', 'học_hỏi', 'người', 'tư_duy', 'logic', 'chặt_chẽ', 'sáng_kiến', 'đột_phá', 'công_việc']",phẩm_chất care bồi_dưỡng để người học trở_thành nhà_lãnh_đạo nhân_ái luôn thể_hiện tinh_thần ham học_hỏi người tư_duy logic chặt_chẽ sáng_kiến đột_phá công_việc,,,,,,
572,"Áp dụng và nâng cao tri thức: các chương trình đào tạo được thiết kế để đảm bảo sự phù hợp và tính cập nhật, có xem xét xu hướng phát triển của các ngành nghề và nhu cầu của các bên liên quan, sử dụng mô hình đào tạo dựa trên chuẩn đầu ra nhằm đáp ứng các tiêu chuẩn đảm bảo chất lượng quốc gia, khu vực và quốc tế.",Giới thiệu,áp dụng và nâng cao tri thức các chương trình đào tạo được thiết kế để đảm bảo sự phù hợp và tính cập nhật có xem xét xu hướng phát triển của các ngành nghề và nhu cầu của các bên liên quan sử dụng mô hình đào tạo dựa trên chuẩn đầu ra nhằm đáp ứng các tiêu chuẩn đảm bảo chất lượng quốc gia khu vực và quốc tế,"['áp_dụng', 'nâng', 'cao', 'tri_thức', 'chương_trình', 'đào_tạo', 'thiết_kế', 'để', 'đảm_bảo', 'sự', 'phù_hợp', 'tính', 'cập_nhật', 'xem_xét', 'xu_hướng', 'phát_triển', 'ngành_nghề', 'nhu_cầu', 'bên', 'liên_quan', 'sử_dụng', 'mô_hình', 'đào_tạo', 'dựa', 'trên', 'chuẩn', 'đầu_ra', 'nhằm', 'đáp_ứng', 'tiêu_chuẩn', 'đảm_bảo', 'chất_lượng', 'quốc_gia', 'khu_vực', 'quốc_tế']",áp_dụng nâng cao tri_thức chương_trình đào_tạo thiết_kế để đảm_bảo sự phù_hợp tính cập_nhật xem_xét xu_hướng phát_triển ngành_nghề nhu_cầu bên liên_quan sử_dụng mô_hình đào_tạo dựa trên chuẩn đầu_ra nhằm đáp_ứng tiêu_chuẩn đảm_bảo chất_lượng quốc_gia khu_vực quốc_tế,,,,,,
573,"Chuẩn bị cho cuộc sống và tương lai của công việc: tạo điều kiện cho người học tham gia vào môi trường thực tế và thế giới việc làm thông qua thực tập, dự án, nghiên cứu ứng dụng, thí nghiệm, học tập tích cực và phục vụ cộng đồng. Trang bị cho người học các kỹ năng cần thiết như tư duy phản biện, tư duy sáng tạo, tinh thần đổi mới, kỹ năng giao tiếp và quản lý, lòng nhân ái và tư duy khởi nghiệp.",Giới thiệu,chuẩn bị cho cuộc sống và tương lai của công việc tạo điều kiện cho người học tham gia vào môi trường thực tế và thế giới việc làm thông qua thực tập dự án nghiên cứu ứng dụng thí nghiệm học tập tích cực và phục vụ cộng đồng trang bị cho người học các kỹ năng cần thiết như tư duy phản biện tư duy sáng tạo tinh thần đổi mới kỹ năng giao tiếp và quản lý lòng nhân ái và tư duy khởi nghiệp,"['chuẩn_bị', 'cuộc_sống', 'tương_lai', 'công_việc', 'tạo', 'điều_kiện', 'người', 'học', 'tham_gia', 'vào', 'môi_trường', 'thực_tế', 'thế_giới', 'việc_làm', 'thông_qua', 'thực_tập', 'dự_án', 'nghiên_cứu', 'ứng_dụng', 'thí_nghiệm', 'học_tập', 'tích_cực', 'phục_vụ', 'cộng_đồng', 'trang_bị', 'người', 'học', 'kỹ_năng', 'cần_thiết', 'tư_duy', 'phản_biện', 'tư_duy', 'sáng_tạo', 'tinh_thần', 'đổi_mới', 'kỹ_năng', 'giao_tiếp', 'quản_lý', 'lòng', 'nhân_ái', 'tư_duy', 'khởi_nghiệp']",chuẩn_bị cuộc_sống tương_lai công_việc tạo điều_kiện người học tham_gia vào môi_trường thực_tế thế_giới việc_làm thông_qua thực_tập dự_án nghiên_cứu ứng_dụng thí_nghiệm học_tập tích_cực phục_vụ cộng_đồng trang_bị người học kỹ_năng cần_thiết tư_duy phản_biện tư_duy sáng_tạo tinh_thần đổi_mới kỹ_năng giao_tiếp quản_lý lòng nhân_ái tư_duy khởi_nghiệp,,,,,,
574,"Chuyển đổi tư duy, làm giàu cho đời sống tri thức - kinh tế và hoạt động nghề nghiệp thông qua các dịch vụ cộng đồng và đóng góp cho xã hội cũng như nền kinh tế thông qua nghiên cứu ứng dụng và chuyển giao công nghệ vì một nền kinh tế bền vững với mức sống cao hơn.",Giới thiệu,chuyển đổi tư duy làm giàu cho đời sống tri thức kinh tế và hoạt động nghề nghiệp thông qua các dịch vụ cộng đồng và đóng góp cho xã hội cũng như nền kinh tế thông qua nghiên cứu ứng dụng và chuyển giao công nghệ vì một nền kinh tế bền vững với mức sống cao hơn,"['chuyển_đổi', 'tư_duy', 'làm_giàu', 'đời_sống', 'tri_thức', 'kinh_tế', 'hoạt_động', 'nghề_nghiệp', 'thông_qua', 'dịch_vụ', 'cộng_đồng', 'đóng_góp', 'xã_hội', 'nền', 'kinh_tế', 'thông_qua', 'nghiên_cứu', 'ứng_dụng', 'chuyển_giao', 'công_nghệ', 'nền', 'kinh_tế', 'bền_vững', 'mức_sống', 'cao']",chuyển_đổi tư_duy làm_giàu đời_sống tri_thức kinh_tế hoạt_động nghề_nghiệp thông_qua dịch_vụ cộng_đồng đóng_góp xã_hội nền kinh_tế thông_qua nghiên_cứu ứng_dụng chuyển_giao công_nghệ nền kinh_tế bền_vững mức_sống cao,,,,,,
575,"Phương châm hoạt động “Đổi mới tư duy, làm giàu thêm tri thức - đời sống” là phương châm hoạt động của Trường Đại học Công nghiệp TP. HCM nhằm đạt được mục tiêu, tầm nhìn và sứ mạng của Nhà trường.",Giới thiệu,phương châm hoạt động đổi mới tư duy làm giàu thêm tri thức đời sống là phương châm hoạt động của trường đại học công nghiệp tp hcm nhằm đạt được mục tiêu tầm nhìn và sứ mạng của nhà trường,"['phương_châm', 'hoạt_động', 'đổi_mới', 'tư_duy', 'làm_giàu', 'thêm', 'tri_thức', 'đời_sống', 'phương_châm', 'hoạt_động', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'nhằm', 'đạt', 'mục_tiêu', 'tầm', 'nhìn', 'sứ_mạng', 'nhà_trường']",phương_châm hoạt_động đổi_mới tư_duy làm_giàu thêm tri_thức đời_sống phương_châm hoạt_động trường đại_học công_nghiệp tp hcm nhằm đạt mục_tiêu tầm nhìn sứ_mạng nhà_trường,,,,,,
576,"Chuyển đổi tư duy của người học, người học tốt nghiệp và viên chức, người lao động thông qua hoạt động đào tạo và nghiên cứu ứng dụng có chất lượng để làm phong phú thêm đời sống của người dân và các hoạt động nghề nghiệp tại Việt Nam vì một nền kinh tế bền vững và có mức sống cao hơn. Các hoạt động nghề nghiệp bao gồm nghề nghiệp của một cá thể, một ngành nghề, bất kỳ hoạt động thương mại, thương vụ hoặc xây dựng và vận hành doanh nghiệp.",Giới thiệu,chuyển đổi tư duy của người học người học tốt nghiệp và viên chức người lao động thông qua hoạt động đào tạo và nghiên cứu ứng dụng có chất lượng để làm phong phú thêm đời sống của người dân và các hoạt động nghề nghiệp tại việt nam vì một nền kinh tế bền vững và có mức sống cao hơn các hoạt động nghề nghiệp bao gồm nghề nghiệp của một cá thể một ngành nghề bất kỳ hoạt động thương mại thương vụ hoặc xây dựng và vận hành doanh nghiệp,"['chuyển_đổi', 'tư_duy', 'người', 'học', 'người', 'học', 'tốt_nghiệp', 'viên_chức', 'người', 'lao_động', 'thông_qua', 'hoạt_động', 'đào_tạo', 'nghiên_cứu', 'ứng_dụng', 'chất_lượng', 'để', 'làm', 'phong_phú', 'thêm', 'đời_sống', 'người_dân', 'hoạt_động', 'nghề_nghiệp', 'việt_nam', 'nền', 'kinh_tế', 'bền_vững', 'mức_sống', 'cao', 'hoạt_động', 'nghề_nghiệp', 'bao_gồm', 'nghề_nghiệp', 'cá_thể', 'ngành_nghề', 'bất_kỳ', 'hoạt_động', 'thương_mại', 'thương_vụ', 'hoặc', 'xây_dựng', 'vận_hành', 'doanh_nghiệp']",chuyển_đổi tư_duy người học người học tốt_nghiệp viên_chức người lao_động thông_qua hoạt_động đào_tạo nghiên_cứu ứng_dụng chất_lượng để làm phong_phú thêm đời_sống người_dân hoạt_động nghề_nghiệp việt_nam nền kinh_tế bền_vững mức_sống cao hoạt_động nghề_nghiệp bao_gồm nghề_nghiệp cá_thể ngành_nghề bất_kỳ hoạt_động thương_mại thương_vụ hoặc xây_dựng vận_hành doanh_nghiệp,,,,,,
577,"Bộ nhận diện thương hiệu mới của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh (IUH) được thiết kế theo triết lý hiện đại –  kế thừa – phát triển, phản ánh bản sắc truyền thống và tầm nhìn tương lai của nhà trường.",Giới thiệu,bộ nhận diện thương hiệu mới của trường đại học công nghiệp thành phố hồ chí minh iuh được thiết kế theo triết lý hiện đại kế thừa phát triển phản ánh bản sắc truyền thống và tầm nhìn tương lai của nhà trường,"['bộ', 'nhận_diện', 'thương_hiệu', 'mới', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh_iuh', 'thiết_kế', 'triết_lý', 'hiện_đại', 'kế_thừa', 'phát_triển', 'phản_ánh', 'bản_sắc', 'truyền_thống', 'tầm', 'nhìn', 'tương_lai', 'nhà_trường']",bộ nhận_diện thương_hiệu mới trường đại_học công_nghiệp thành_phố hồ chí_minh_iuh thiết_kế triết_lý hiện_đại kế_thừa phát_triển phản_ánh bản_sắc truyền_thống tầm nhìn tương_lai nhà_trường,,,,,,
